listing_id,url,title,host_id,location_city,location_province,rv_type,rv_year,rv_make,rv_model,length_ft,sleeps,num_slide_outs,weight_lbs,hitch_size,hitch_weight_lbs,base_price,security_deposit,pet_friendly,delivery_available,delivery_max_km,delivery_price_per_km,overall_rating,num_reviews,accuracy_rating,value_rating,cleanliness_rating,communication_rating,flexible_pickup,flexible_dropoff,towing_experience_required,host_name,response_rate,is_superhost
380,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_cruiser-rv_hitch_27f4c4,Rent my 2022 Cruiser RV HITCH from $172/night | RVezy,380.0,Calgary,AB,Travel Trailer,2022.0,Cruiser,RV HITCH,22.0,522,1.0,3700.0,"2 5/16""",556.0,172.0,1.0,0,1,150.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,Mike,100.0,1.0
381,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classa_thor-motor-coach_thor-ace-323-2022_135704,Rent my 2022 Thor Motor Coach Thor Ace 32.3 2022 from $400/night | RVezy,381.0,Calgary,AB,Class A,,,,35.0,635,1.0,,,,400.0,1.0,1,1,,,5.0,3.0,5.0,5.0,5.0,5.0,0,0,0,Sandro,80.0,0.0
383,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_fleetwood_mallard_0f491b,Rent my 2001 Fleetwood Mallard from $115/night | RVezy,383.0,Calgary,AB,Travel Trailer,2001.0,Fleetwood,Mallard,24.0,424,1.0,3500.0,"2 5/16""",453.0,115.0,1.0,1,0,,,,,,,,,1,1,0,Geoff,100.0,0.0
384,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_gulf-stream_northern-express-,Rent my 2021 Gulf Stream Northern Express from $138/night | RVezy,384.0,Calgary,AB,Travel Trailer,2021.0,Gulf,Stream Northern Express,18.0,518,,3288.0,"2 5/16""",370.0,138.0,1.0,1,1,200.0,2.0,5.0,28.0,5.0,4.9,5.0,5.0,1,1,0,Ediseo,100.0,1.0
385,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_jayco-jayflight-slx_436b32,Rent my 2016 Jayco Jayflight SLX from $120/night | RVezy,385.0,Calgary,AB,Travel Trailer,2016.0,Jayco,Jayflight SLX,30.0,1030,1.0,5615.0,"2 5/16""",645.0,120.0,1.0,1,1,200.0,2.5,5.0,7.0,5.0,4.9,5.0,5.0,1,1,1,Breanne,73.0,0.0
386,https://www.rvezy.com/rv-rental/ontario_hamilton_traveltrailer_microtrailer_the-tear-drop-trailer_diamond-in-the-rough,Rent my 2019 The Teardrop Trailer Diamond In The Rough from $104/night | RVezy,386.0,Calgary,AB,Travel Trailer,2019.0,The,Teardrop Trailer Diamond In The Rough,8.0,28,,750.0,"2""",900.0,104.0,1.0,1,1,50.0,5.5,4.8,21.0,4.7,4.8,4.7,5.0,1,1,0,Michael,93.0,0.0
387,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_grand-design_200mk_bf68d5,Rent my 2022 Grand Design 200MK from $150/night | RVezy,387.0,Calgary,AB,Travel Trailer,2022.0,Grand,Design 200MK,25.0,425,1.0,4800.0,"2 5/16""",480.0,150.0,1.0,1,0,,,,,,,,,1,1,0,andrew,100.0,0.0
389,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_kustom-koach_kt264_fb5322,Rent my 2007 Kustom Koach KT264 from $144/night | RVezy,389.0,Calgary,AB,Travel Trailer,2007.0,Kustom,Koach KT264,27.0,627,,5000.0,"2 5/16""",1.0,144.0,1.0,1,0,,,,,,,,,0,0,1,Kelcie,100.0,0.0
391,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_coachmen_concorde-300ds_468bb1,Rent my 2017 Coachmen Concorde 300DS from $300/night | RVezy,391.0,Calgary,AB,Class C,2017.0,Coachmen,Concorde 300DS,32.0,632,2.0,,,,300.0,2.0,0,1,150.0,1.75,,,5.0,5.0,5.0,5.0,1,0,0,Grant,90.0,0.0
392,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_jay-flight-324bds_abd421,Rent my 2025 Jayco Jay flight 324BDS from $172/night | RVezy,392.0,Calgary,AB,Travel Trailer,2025.0,Jayco,Jay flight 324BDS,32.0,1032,2.0,9600.0,"2 5/16""",1070.0,172.0,1.0,1,1,150.0,1.5,,,5.0,5.0,5.0,5.0,0,0,0,Corey,100.0,1.0
393,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_lite_92c05d,Rent my 2011 Dutchmen lite from $126/night | RVezy,393.0,Calgary,AB,Travel Trailer,2011.0,Dutchmen,lite,30.0,730,1.0,5476.0,"2""",676.0,126.0,1.0,0,1,200.0,2.0,4.9,7.0,5.0,4.7,4.7,5.0,0,0,1,Shane,100.0,1.0
394,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_apache_21-dual-axel,Rent my 2001 Other 21 Dual Axel from $144/night | RVezy,394.0,Calgary,AB,Travel Trailer,2001.0,Other,21 Dual Axel,21.0,521,,3300.0,"2""",200.0,144.0,1.0,0,1,50.0,5.5,4.3,12.0,4.4,4.0,4.1,4.6,1,1,0,Andrew,100.0,0.0
397,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne_279f5f,Rent my 2022 Jayco melbourne from $331/night | RVezy,397.0,Calgary,AB,Class C,2022.0,Jayco,melbourne,25.0,525,1.0,,,,331.0,2.0,1,0,,,4.8,4.0,4.8,4.8,4.8,4.8,0,0,0,Yang,100.0,1.0
398,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_hybrid_jayco_jay-feather-hybrid,Rent my 2008 Jayco Jay feather hybrid from $144/night | RVezy,,Calgary,AB,Travel Trailer,2008.0,Jayco,Jay feather hybrid,19.0,619,,3565.0,"2 5/16""",538.0,144.0,1.0,0,0,,,4.8,10.0,4.9,4.8,4.7,4.9,1,1,0,,,
399,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_toyhauler_forest-river_no-bo-nb106,"Adventure Seeking Weekend Warrior No Boundaries NB10.6 ""Micro Toy Hauler""",399.0,Calgary,AB,Travel Trailer,,,,14.0,414,,3800.0,"2""",236.0,,1.0,1,1,200.0,1.2,5.0,17.0,5.0,4.9,5.0,5.0,0,0,0,Boyd,100.0,1.0
400,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_majestic_23a,DARE TO TRAVEL WITH THE BEST! – MAJICAL FUN TIMES WAITING FOR YOUR NEXT ADVENTURE,400.0,Calgary,AB,Class C,,,,27.0,727,2.0,,,,,3.0,0,0,,,5.0,30.0,5.0,5.0,5.0,5.0,0,0,0,Torrine,100.0,1.0
401,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_-ford,Rent my 2006 Jayco Ford from $288/night | RVezy,250.0,Calgary,AB,Class C,2006.0,Jayco,Ford,25.0,625,1.0,,,,288.0,1.0,0,1,50.0,2.25,5.0,35.0,5.0,5.0,4.9,5.0,1,1,0,Nerpaul,93.0,0.0
402,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_sunseeker_ford-,Rent my 2013 Forest River Ford from $288/night | RVezy,250.0,Calgary,AB,Class C,2013.0,Forest,River Ford,26.0,726,1.0,,,,288.0,1.0,1,1,50.0,2.25,4.8,32.0,4.9,4.8,4.8,4.9,1,1,0,Nerpaul,93.0,0.0
404,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_forest-river_lexington_64dd85,Rent my 2012 Forest River Lexington from $150/night | RVezy,404.0,Calgary,AB,Class C,2012.0,Forest,River Lexington,27.0,427,2.0,,,,150.0,2.0,0,0,,,5.0,23.0,5.0,5.0,5.0,5.0,0,0,0,sean,100.0,1.0
406,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_airstream_basecamp_75320e,Rent my 2018 Airstream Basecamp from $114/night | RVezy,393.0,Calgary,AB,Travel Trailer,2018.0,Airstream,Basecamp,16.0,216,,2650.0,"2 5/16""",410.0,114.0,1.0,0,0,,,4.9,4.0,4.8,4.8,5.0,5.0,0,0,1,Shane,100.0,1.0
407,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_other_adventurer-23rb_a654a6,"Your goldilocks RV, perfect for any experience! Inquire about snowbird specials.",407.0,Calgary,AB,Class C,,,,23.0,523,,,,,,1.0,0,0,,,5.0,2.0,5.0,5.0,5.0,5.0,0,0,0,Chi,100.0,1.0
408,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_wolf-pup-17jg_f513fa,Rent my 2022 Forest River Wolf Pup 17JG from $150/night | RVezy,186.0,Calgary,AB,Travel Trailer,2022.0,Forest,River Wolf Pup 17JG,21.0,621,1.0,3880.0,"1 7/8""",444.0,150.0,1.0,1,1,200.0,2.75,,,,,,,1,1,1,David,90.0,0.0
409,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_triple-e_senator-,Rent my 2007 Triple E Senator from $230/night | RVezy,409.0,Calgary,AB,Class C,2007.0,Triple,E Senator,24.0,624,,,,,230.0,1.0,0,0,,,4.9,40.0,4.9,4.9,4.9,5.0,1,1,0,KEVIN,100.0,0.0
410,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classa_coachmen_mirada-300qb_325231,Rent my 2006 Coachmen Mirada-300QB from $288/night | RVezy,,Calgary,AB,Class A,2006.0,Coachmen,Mirada-300QB,32.0,632,,,,,288.0,1.0,0,0,,,4.9,9.0,4.9,4.7,4.9,5.0,1,1,0,,,
411,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_microtrailer_other_tag-xl_b52a97,Rent my 2023 Other Tag XL from $120/night | RVezy,411.0,Calgary,AB,Travel Trailer,2023.0,Other,Tag XL,13.0,213,,1340.0,"2""",123.0,120.0,1.0,1,0,,,4.7,12.0,4.7,4.7,4.5,4.7,0,0,0,Victoria,86.0,0.0
412,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_m26bhwe_4057c9,Rent my 2021 Keystone M26BHWE from $121/night | RVezy,412.0,Calgary,AB,Travel Trailer,2021.0,Keystone,M26BHWE,30.0,1030,1.0,5927.0,"2""",620.0,121.0,1.0,0,1,,,,,,,,,0,0,1,Jas,73.0,0.0
414,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_mercedes-benz_sprinter_b6be33,Indy' Our Family Adventure Campervan-Banff National park and Kananaskis passes included.,414.0,Calgary,AB,,,,,,419,,,,,,1.0,0,1,100.0,2.0,,,5.0,5.0,5.0,5.0,0,0,0,Jenny,100.0,0.0
415,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_class-c-23rb_ec80c5,Rent my 2017 Adventurer Manufacturing Class C 23RB from $259/night | RVezy,415.0,Calgary,AB,Class C,2017.0,Adventurer,Manufacturing Class C 23RB,23.0,623,,,,,259.0,1.0,1,1,100.0,5.0,4.9,20.0,5.0,4.9,4.8,5.0,0,0,0,Corey,93.0,1.0
416,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_24ds_db088b,Rent my 2020 Adventurer Manufacturing 24DS from $259/night | RVezy,415.0,Calgary,AB,Class C,2020.0,Adventurer,Manufacturing 24DS,25.0,625,1.0,,,,259.0,1.0,1,1,100.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,0,0,0,Corey,93.0,1.0
417,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_coleman_dutchmen-lantern-lt-274bh_418600,Rent my 2022 Coleman Dutchmen Lantern LT 274BH from $150/night | RVezy,417.0,Calgary,AB,Travel Trailer,2022.0,Coleman,Dutchmen Lantern LT 274BH,29.0,1029,,4691.0,"2 5/16""",570.0,150.0,1.0,1,1,400.0,2.5,,,5.0,5.0,5.0,5.0,1,1,1,Brandon,100.0,0.0
418,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_whitehawk-33bhbs,Rent my 2017 Jayco Whitehawk 33BHBS from $126/night | RVezy,418.0,Calgary,AB,Travel Trailer,2017.0,Jayco,Whitehawk 33BHBS,33.0,1033,2.0,8000.0,"2""",865.0,126.0,1.0,0,0,,,5.0,16.0,5.0,5.0,4.9,5.0,1,1,0,CLARENCE,86.0,0.0
419,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_cherokee-grey-wolf,Rent my 2022 Forest River Cherokee Grey Wolf from $140/night | RVezy,419.0,Calgary,AB,Travel Trailer,2022.0,Forest,River Cherokee Grey Wolf,29.0,729,1.0,7621.0,"2""",621.0,140.0,1.0,1,1,100.0,2.5,4.8,12.0,4.7,4.7,4.9,5.0,1,1,1,Kelley,100.0,0.0
420,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_bullet-ultra-lite_6af7bc,Rent my 2016 Keystone Bullet - Ultra Lite from $155/night | RVezy,420.0,Calgary,AB,Travel Trailer,2016.0,Keystone,Bullet - Ultra Lite,29.0,629,1.0,4720.0,"2 5/16""",510.0,155.0,1.0,1,1,150.0,2.5,,,,,,,0,0,1,Josh,100.0,0.0
421,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_transit-connect_01e38e,Rent my 2011 Ford Transit connect from $161/night | RVezy,421.0,Calgary,AB,,2011.0,Ford,Transit connect,14.0,314,,,,,161.0,500.0,0,1,40.0,2.5,,,5.0,5.0,5.0,5.0,0,0,0,HAO,100.0,1.0
422,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_truckcamper_ford_transit_507ab8,Rent my 2011 Ford Transit from $161/night | RVezy,421.0,Calgary,AB,,2011.0,Ford,Transit,14.0,414,,,,,161.0,500.0,0,1,50.0,2.5,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,HAO,100.0,1.0
423,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_fifthwheel_heartland_torque-ss_828079,Rent my 2013 Heartland Torque ss from $135/night | RVezy,423.0,Calgary,AB,Travel Trailer,2013.0,Heartland,Torque ss,39.0,839,3.0,12250.0,,,135.0,1.0,1,0,,,,,,,,,0,0,1,Ryker,100.0,1.0
425,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classb_roadtrek_ss-ideal_092cca,Rent my 2010 Roadtrek SS Ideal from $196/night | RVezy,49.0,Calgary,AB,Class B,2010.0,Roadtrek,SS Ideal,19.0,219,1.0,,,,196.0,1.0,1,1,200.0,2.25,5.0,2.0,5.0,5.0,5.0,5.0,1,1,0,Chris,100.0,1.0
426,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_jayflight-swift,The perfect FAMILY FRIENDLY trailer!! Double over double bunk beds! Becky's Jayco JayFlight Swift Travel Trailer,426.0,Calgary,AB,Travel Trailer,,,,26.0,826,,4352.0,"2 5/16""",500.0,,1.0,1,1,150.0,2.5,4.8,4.0,5.0,5.0,4.3,5.0,1,1,1,Becky,100.0,1.0
428,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_whitehawk_fab542,"All you need to do is show up! FULLY STOCKED, FAMILY FRIENDLY like new 31’ with 2 slides Jayco WhiteHawk trailer!",426.0,Calgary,AB,Travel Trailer,,,,31.0,1031,2.0,7775.0,"2 5/16""",795.0,,1.0,1,1,250.0,2.5,,,,,,,1,1,1,Becky,100.0,1.0
429,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_wildwood-x-lite-bunk-house_fb6f47,Rent my 2016 Forest River Wildwood X Lite - Bunk House from $115/night | RVezy,20.0,Calgary,AB,Travel Trailer,2016.0,Forest,River Wildwood X Lite - Bunk House,21.0,621,,3300.0,"2 5/16""",403.0,115.0,1.0,1,0,,,,,,,,,0,0,1,Adam,100.0,1.0
430,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_heartland_mallard-m26_b85c29,Rent my 2022 Heartland MALLARD M26 from $288/night | RVezy,430.0,Calgary,AB,Travel Trailer,2022.0,Heartland,MALLARD M26,32.0,732,1.0,6000.0,"2 5/16""",670.0,288.0,2.0,1,1,250.0,3.5,,,,,,,0,0,1,Dan,100.0,0.0
432,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco-_jay-swift-294bhs,Rent my 2013 Jayco Jay swift 294BHS from $115/night | RVezy,432.0,Calgary,AB,Travel Trailer,2013.0,Jayco,Jay swift 294BHS,30.0,830,,5800.0,"2""",690.0,115.0,1.0,1,1,150.0,3.5,5.0,31.0,5.0,5.0,5.0,5.0,0,0,1,Jocelyn,93.0,1.0
433,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_kodiak-cub-175bh_8b55ef,Rent my 2021 Dutchmen Kodiak Cub 175BH from $154/night | RVezy,,Calgary,AB,Travel Trailer,2021.0,Dutchmen,Kodiak Cub 175BH,22.0,522,,3532.0,"2 5/16""",417.0,154.0,1.0,0,1,250.0,1.5,5.0,18.0,5.0,4.9,5.0,5.0,1,1,1,,,
435,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_other_express-explorer_e8f918,Rent my 2007 Chevrolet Express Explorer from $217/night | RVezy,260.0,Calgary,AB,,2007.0,Chevrolet,Express Explorer,18.0,218,,,,,217.0,1.0,0,1,100.0,3.5,,,,,,,0,0,0,Karolina,100.0,0.0
438,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_forest-river_2010-forest-river-sunseeker-,Rent my 2010 Forest River Sunseeker from $230/night | RVezy,438.0,Calgary,AB,Class C,2010.0,Forest,River Sunseeker,27.0,727,1.0,,,,230.0,500.0,0,1,100.0,2.5,4.7,29.0,4.6,4.6,4.7,4.7,1,1,0,Julia,100.0,0.0
441,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_e350_5d3d2b,Rent my 2005 Ford E350 from $120/night | RVezy,261.0,Calgary,AB,,2005.0,Ford,E350,20.0,220,,,,,120.0,500.0,0,0,,,5.0,2.0,5.0,5.0,5.0,5.0,0,0,0,Mandy,93.0,0.0
444,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_forest-river_forester-2551-dsle,Rent my 2020 Forest River forester 2551 dsle from $288/night | RVezy,444.0,Calgary,AB,Class C,2020.0,Forest,River forester 2551 dsle,29.0,629,2.0,,,,288.0,2.0,0,1,100.0,3.67,4.9,17.0,4.9,4.8,4.9,4.9,0,0,0,Cristian,100.0,1.0
447,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classb_mercedes-sprinter_leisure-travel-feespirit-210,"Rent my 2005 Mercedes-Benz Leisure Travel, FeeSpirit 210 from $235/night | RVezy",447.0,Calgary,AB,Class B,,,,23.0,323,,,,,235.0,1.0,0,0,,,4.9,16.0,4.9,4.9,4.9,4.9,0,0,0,ROMAN,100.0,1.0
449,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_mercedes-sprinter_winnebago-view,Rent my 2008 Mercedes-Benz Winnebago View from $282/night | RVezy,447.0,Calgary,AB,Class C,2008.0,Mercedes-Benz,Winnebago View,24.0,624,,,,,282.0,1.0,1,0,,,4.9,22.0,5.0,4.9,4.9,4.9,1,1,0,ROMAN,100.0,1.0
450,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne_d6c09c,Rent my 2017 Jayco Melbourne from $328/night | RVezy,447.0,Calgary,AB,Class C,2017.0,Jayco,Melbourne,25.0,625,1.0,,,,328.0,1.0,0,0,,,,,,,,,0,0,0,ROMAN,100.0,1.0
451,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_cougar_f50317,Rent my 2012 Keystone Cougar from $92/night | RVezy,451.0,Calgary,AB,Travel Trailer,2012.0,Keystone,Cougar,26.0,826,1.0,6500.0,"2 5/16""",1100.0,92.0,1.0,0,1,,,4.9,11.0,4.9,4.9,4.7,4.9,1,1,1,Johan,100.0,0.0
454,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_26-dbs,Rent my 2018 Forest River 26 DBS from $161/night | RVezy,454.0,Calgary,AB,Travel Trailer,2018.0,Forest,River 26 DBS,31.0,831,1.0,5530.0,"2 5/16""",555.0,161.0,1.0,1,0,,,5.0,24.0,5.0,4.9,5.0,5.0,1,1,0,Margoth,100.0,1.0
455,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_transit-350_6d1874,Rent my 2019 Ford Transit - 350 from $269/night | RVezy,455.0,Calgary,AB,,2019.0,Ford,Transit - 350,22.0,222,,,,,269.0,1.0,0,0,,,4.9,8.0,4.9,4.8,4.9,5.0,0,1,0,Robert,100.0,1.0
456,https://www.rvezy.com/rv-rental/alberta_de-winton_traveltrailer_traveltrailer_evergreen_ever-lite,Rent my 2010 Evergreen Ever-lite from $150/night | RVezy,456.0,Calgary,AB,Travel Trailer,2010.0,Evergreen,Ever-lite,32.0,732,1.0,5200.0,"2""",500.0,150.0,1.0,1,1,250.0,2.5,4.9,32.0,4.9,4.8,4.8,4.9,1,1,0,Royce,93.0,1.0
457,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_american-coach_2015,Rent my 2007 Winnebago Access from $275/night | RVezy,457.0,Calgary,AB,Class C,2007.0,Winnebago,Access,26.0,426,,,,,275.0,1.0,0,1,150.0,1.6,4.8,29.0,4.9,4.7,4.7,5.0,1,1,0,Raouf,100.0,1.0
458,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_ford_e450_a01974,Rent my 2022 Forest River E450 from $316/night | RVezy,458.0,Calgary,AB,Class C,2022.0,Forest,River E450,28.0,628,1.0,,,,316.0,1.0,0,1,100.0,3.0,,,5.0,5.0,5.0,5.0,1,1,0,Dita,100.0,0.0
460,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_cherokee-wolf-den-16ev_76dd86,Rent my 2024 Forest River Cherokee Wolf Den 16EV from $132/night | RVezy,460.0,Calgary,AB,Travel Trailer,2024.0,Forest,River Cherokee Wolf Den 16EV,22.0,522,,2995.0,"2""",393.0,132.0,1.0,0,0,,,,,,,,,1,1,1,James,100.0,0.0
464,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_fleetwood_tioga-montara_d4e65e,Fleet #C6 Explore Rocky Mountain National Parks in Comfort with the Tioga Montara RV,464.0,Calgary,AB,Class C,,,,24.0,624,,,,,,1.0,1,0,,,,,4.0,4.0,5.0,5.0,1,1,0,Stephen,100.0,1.0
465,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_m-240db_66f358,Fleet #C3 Experience Western Canada’s Beauty in this compact Class C Moho,464.0,Calgary,AB,Class C,,,,24.0,524,,,,,,1.0,1,0,,,4.8,14.0,4.9,4.7,4.7,5.0,1,1,0,Stephen,100.0,1.0
466,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_174bh-baja_3e83ad,Rent my 2022 Jayco 174BH Baja from $100/night | RVezy,466.0,Calgary,AB,Travel Trailer,2022.0,Jayco,174BH Baja,17.0,517,,3165.0,"2""",265.0,100.0,1.0,1,0,,,5.0,22.0,4.9,5.0,5.0,5.0,1,1,0,Joshua,93.0,1.0
467,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_jay-flight-184bs_dbf8eb,Fleet #T1 Jayflight lightweight Bunk Slide - Be the Rocky Mountains Explorers,464.0,Calgary,AB,Travel Trailer,,,,20.0,620,1.0,3460.0,"2 5/16""",395.0,,1.0,0,0,,,5.0,27.0,5.0,5.0,5.0,5.0,1,1,0,Stephen,100.0,1.0
470,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_ford_majestic-_c81b6b,Rent my 2013 Ford Majestic from $218/night | RVezy,470.0,Calgary,AB,Class C,2013.0,Ford,Majestic,25.0,525,,,,,218.0,1.0,0,0,,,4.6,3.0,4.7,4.0,4.3,5.0,1,1,0,Jin,100.0,1.0
472,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_fifthwheel_jayco_eagle-ht-295bhok_e6a93c,Rent my 2018 Jayco EAGLE HT 29.5BHOK from $172/night | RVezy,472.0,Calgary,AB,Travel Trailer,,,,35.0,1035,2.0,9000.0,,,172.0,1.0,1,1,150.0,1.75,,,,,,,1,1,1,Roland,100.0,0.0
473,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_winnebago_minnie-winnie_e330b8,Rent my 2021 Winnebago Minnie Winnie from $276/night | RVezy,473.0,Calgary,AB,Class C,2021.0,Winnebago,Minnie Winnie,24.0,424,,,,,276.0,1.0,0,0,,,,,,,,,1,1,0,Jaci,100.0,1.0
474,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_coachmen_catalina-164-bhx_6fa1d2,Rent my 2024 Coachmen Catalina 164 BHX from $132/night | RVezy,,Calgary,AB,Travel Trailer,2024.0,Coachmen,Catalina 164 BHX,19.0,519,,4396.0,"2 5/16""",396.0,132.0,700.0,1,0,,,74.8,8.0,5.0,5.0,4.8,5.0,0,0,0,,,
475,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_24ds_e1d9c1,Rent my 2021 Adventurer Manufacturing 24DS from $180/night | RVezy,475.0,Calgary,AB,Class C,2021.0,Adventurer,Manufacturing 24DS,25.0,625,1.0,,,,180.0,1.0,1,1,30.0,1.25,,,5.0,5.0,5.0,5.0,0,0,0,Ric,93.0,0.0
477,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_kz-sportsmen-classic-181bh_b8a3c3,Rent my 2018 Sportsmen Classic KZ Sportsmen Classic 181BH from $150/night | RVezy,477.0,Calgary,AB,Travel Trailer,2018.0,Sportsmen,Classic KZ Sportsmen Classic 181BH,18.0,618,1.0,2840.0,"2""",370.0,150.0,1.0,1,1,200.0,2.5,5.0,7.0,4.9,5.0,5.0,5.0,1,1,1,Deitra,100.0,1.0
478,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_wolf-pup-16bhs_a052b5,Rent my 2022 Forest River Wolf Pup 16BHS from $132/night | RVezy,478.0,Calgary,AB,Travel Trailer,2022.0,Forest,River Wolf Pup 16BHS,22.0,422,,3306.0,"2""",377.0,132.0,1.0,1,0,,,5.0,30.0,5.0,4.9,5.0,5.0,0,0,1,Krista,100.0,1.0
479,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_transit-connect-xlt_3a49d8,Rent my 2015 Ford Transit connect XLT from $161/night | RVezy,479.0,Calgary,AB,,2015.0,Ford,Transit connect XLT,15.0,215,,,,,161.0,1.0,0,1,100.0,2.0,,,5.0,5.0,5.0,5.0,0,0,0,Robert,100.0,1.0
480,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_winnebago_spirit,Rent my 2018 Winnebago Spirit from $276/night | RVezy,480.0,Calgary,AB,Class C,2018.0,Winnebago,Spirit,22.0,622,,,,,276.0,1.0,1,0,,,4.9,17.0,5.0,4.8,5.0,5.0,1,1,0,Rosanne,100.0,1.0
481,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_majestic-leisure-craft_2004-,Rent my 2004 Majestic Leisure Craft 2004 from $199/night | RVezy,481.0,Calgary,AB,Class C,2004.0,Majestic,Leisure Craft 2004,28.0,828,,,,,199.0,500.0,0,1,1.0,2.5,4.5,57.0,4.5,4.5,4.4,4.5,0,0,0,mohamed,100.0,1.0
