host_id,name,joined_year,response_rate,is_superhost,listing_id,url,title,host_id,location_city,location_province,rv_type,rv_year,rv_make,rv_model,length_ft,sleeps,num_slide_outs,weight_lbs,hitch_size,hitch_weight_lbs,base_price,security_deposit,pet_friendly,delivery_available,delivery_max_km,delivery_price_per_km,overall_rating,num_reviews,accuracy_rating,value_rating,cleanliness_rating,communication_rating,flexible_pickup,flexible_dropoff,towing_experience_required,host_total_listings
193,Han,2018,86,0,343,https://www.rvezy.com/rv-rental/alberta_chestermere_motorhome_classc_majestic_28a,Rent my 2013 Thor Motor Coach 28A from $299/night | RVezy,193,Chestermere,AB,Class C,2013.0,Thor,Motor Coach 28A,28.0,928,,,,,299.0,1.0,0,1,50.0,5.5,4.9,29.0,4.9,4.9,4.9,4.9,1,1,0,6
193,Han,2018,86,0,193,https://www.rvezy.com/rv-rental/alberta_chestermere_motorhome_classc_thor-motor-coach_four-winds-majectic-23a,Rent my 2014 Thor Motor Coach FOUR WINDS MAJECTIC 23A from $288/night | RVezy,193,Chestermere,AB,Class C,2014.0,Thor,Motor Coach FOUR WINDS MAJECTIC 23A,23.0,723,,,,,288.0,1.0,0,1,,,44.9,7.0,4.9,4.9,4.9,5.0,1,1,0,6
193,Han,2018,86,0,194,https://www.rvezy.com/rv-rental/alberta_chestermere_motorhome_classc_majestic_23a,Rent my 2014 Thor Motor Coach 23A from $288/night | RVezy,193,Chestermere,AB,Class C,2014.0,Thor,Motor Coach 23A,23.0,723,,,,,288.0,1.0,0,1,,,14.9,15.0,4.9,4.9,4.8,5.0,1,1,0,6
193,Han,2018,86,0,266,https://www.rvezy.com/rv-rental/alberta_chestermere_motorhome_classc_thor_majestic_a88df2,Rent my 2012 Thor Motor Coach Majestic 23a from $288/night | RVezy,193,Chestermere,AB,Class C,2012.0,Thor,Motor Coach Majestic 23a,23.0,723,,,,,288.0,1.0,0,0,,,,,5.0,5.0,5.0,5.0,1,1,0,6
193,Han,2018,86,0,341,https://www.rvezy.com/rv-rental/alberta_chestermere_motorhome_classc_majestic_23a_1,Rent my 2014 Thor Motor Coach 23A from $288/night | RVezy,193,Chestermere,AB,Class C,2014.0,Thor,Motor Coach 23A,23.0,723,,,,,288.0,1.0,0,1,,,24.9,13.0,4.9,4.9,4.9,4.9,1,1,0,6
193,Han,2018,86,0,342,https://www.rvezy.com/rv-rental/alberta_chestermere_motorhome_classc_majestic_23a_2,Rent my 2014 Thor Motor Coach 23A from $288/night | RVezy,193,Chestermere,AB,Class C,2014.0,Thor,Motor Coach 23A,23.0,623,,,,,288.0,1.0,0,1,100.0,2.5,34.8,14.0,4.8,4.7,4.7,4.8,1,1,0,6
200,Dana,2024,80,0,200,https://www.rvezy.com/rv-rental/alberta_chestermere_motorhome_campervan_thor-motor-coach_dazzle_328d5b,Rent my 2024 Thor Motor Coach Dazzle from $395/night | RVezy,200,Chestermere,AB,,2024.0,Thor,Motor Coach Dazzle,21.0,221,,,,,395.0,2.0,1,0,,,5.0,3.0,5.0,5.0,5.0,5.0,1,1,0,2
200,Dana,2024,80,0,279,https://www.rvezy.com/rv-rental/alberta_chestermere_traveltrailer_microtrailer_little-guy_tab_cd664f,Rent my 2017 Little Guy TAB from $201/night | RVezy,200,Chestermere,AB,Travel Trailer,2017.0,Little,Guy TAB,9.0,29,,1600.0,"2""",90.0,201.0,1.0,1,0,,,,,5.0,5.0,5.0,5.0,1,1,1,2
203,Phong,2022,100,1,231,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_coachmen_164bhx_525dcc,Rent my 2024 Coachmen 164BHX from $130/night | RVezy,203,Chestermere,AB,Travel Trailer,2024.0,Coachmen,164BHX,20.0,420,,3000.0,"2 5/16""",350.0,130.0,1.0,0,0,,,,,1.0,2.0,1.0,1.0,0,0,1,3
203,Phong,2022,100,1,203,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_travel-trailer_r179,Rent my 2021 Hideout R179 from $120/night | RVezy,203,Chestermere,AB,Travel Trailer,2021.0,Hideout,R179,21.0,421,1.0,3600.0,"2 5/16""",350.0,120.0,1.0,0,0,,,4.8,8.0,4.9,4.9,4.7,4.9,1,1,0,3
203,Phong,2022,100,1,281,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_bh170_608888,Rent my 2021 Dutchmen BH170 from $115/night | RVezy,203,Calgary,AB,Travel Trailer,2021.0,Dutchmen,BH170,21.0,221,,2950.0,"2 5/16""",150.0,115.0,1.0,1,0,,,,,,,,,0,0,1,3
206,Richard,2025,100,1,206,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_heartland_edge-m22_eabdde,Rent my 2011 Heartland Edge M22 from $135/night | RVezy,206,Calgary,AB,Travel Trailer,2011.0,Heartland,Edge M22,26.0,226,1.0,3690.0,"2 5/16""",390.0,135.0,1.0,1,1,200.0,3.33,,,,,,,0,0,1,2
206,Richard,2025,100,1,395,https://www.rvezy.com/rv-rental/alberta_rocky-view-county_traveltrailer_traveltrailer_heartland_edge_0ae89b,Rent my 2011 Heartland Edge from $135/night | RVezy,206,Rocky-View-County,AB,Travel Trailer,2011.0,Heartland,Edge,26.0,626,1.0,3690.0,"2 5/16""",390.0,135.0,1.0,1,1,200.0,3.33,,,5.0,5.0,5.0,5.0,0,0,1,2
209,Dave,2025,100,0,209,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_hideout_4db041,Rent my 2023 Keystone Hideout from $150/night | RVezy,209,Calgary,AB,Travel Trailer,2023.0,Keystone,Hideout,34.0,234,2.0,7600.0,"2 5/16""",900.0,150.0,1.0,1,1,150.0,2.0,,,,,,,0,0,1,2
209,Dave,2025,100,0,484,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_sunray_109_8ecbfd,Rent my 2025 Sunray 109 from $99/night | RVezy,209,Calgary,AB,Travel Trailer,2025.0,Sunray,109,12.0,212,,1350.0,"2""",160.0,99.0,1.0,1,0,,,5.0,2.0,5.0,5.0,5.0,5.0,0,0,1,2
216,Kelvin,2022,100,0,216,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_transit-connect-_43aa6d,Rent my 2011 Ford Transit connect from $190/night | RVezy,216,Calgary,AB,,2011.0,Ford,Transit connect,12.0,212,,,,,190.0,500.0,1,1,50.0,2.0,,,,,,,1,1,0,2
216,Kelvin,2022,100,0,218,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_transit,Rent my 2010 Ford transit from $190/night | RVezy,216,Calgary,AB,,2010.0,Ford,transit,12.0,212,,,,,190.0,1.0,1,0,,,4.6,11.0,4.6,4.6,4.4,4.6,1,1,0,2
220,Tomas,2024,100,0,220,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classb_ram_promaster-3500-extended_cbdf77,"Cozy custom crafted van with Shower, Toilet, Heat, Solar and more!",220,Calgary,AB,Class B,,,,21.0,221,,,,,,1.0,0,0,,,,,,,,,0,0,0,2
220,Tomas,2024,100,0,233,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classb_ram_promaster-3500-159-ext_a9ec47,"Cozy custom crafted van with Shower, Toilet, A/C , Heat, Solar and more",220,Calgary,AB,Class B,,,,21.0,221,1.0,,,,,1.0,0,0,,,,,,,,,0,0,0,2
221,Corinna,2016,100,1,222,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_boler_17foot,Rent my 1977 Boler 17foot from $167/night | RVezy,221,Calgary,AB,Travel Trailer,1977.0,Boler,17foot,17.0,417,,2500.0,"2""",200.0,167.0,1.0,1,1,100.0,2.5,5.0,7.0,4.9,5.0,5.0,5.0,0,0,0,3
221,Corinna,2016,100,1,221,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_boler_13-foot_1,Rent my 1976 Boler 13 Foot from $161/night | RVezy,221,Calgary,AB,Travel Trailer,1976.0,Boler,13 Foot,13.0,213,,1750.0,"2""",90.0,161.0,1.0,1,1,100.0,2.5,5.0,10.0,5.0,5.0,5.0,5.0,0,0,0,3
221,Corinna,2016,100,1,274,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_boler_13-foot_2,Rent my 1976 Boler 13 Foot from $161/night | RVezy,221,Calgary,AB,Travel Trailer,1976.0,Boler,13 Foot,13.0,213,,1750.0,"2""",90.0,161.0,1.0,1,1,100.0,2.5,5.0,4.0,5.0,5.0,5.0,5.0,0,0,0,3
250,Nerpaul,2021,93,0,250,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_majestic-leisure-craft_e450-ford,Rent my 2004 Majestic Leisure Craft E450 Ford from $288/night | RVezy,250,Calgary,AB,Class C,2004.0,Majestic,Leisure Craft E450 Ford,25.0,725,1.0,,,,288.0,1.0,1,1,50.0,2.25,4.8,32.0,4.9,4.8,4.6,5.0,1,1,0,5
250,Nerpaul,2021,93,0,303,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_coachmen_2010-ford-,Rent my 2010 Coachmen 2010 Ford from $288/night | RVezy,250,Calgary,AB,Class C,2010.0,Coachmen,2010 Ford,25.0,625,,,,,288.0,1.0,1,1,50.0,2.25,4.9,30.0,4.9,4.9,4.7,4.9,1,1,0,5
250,Nerpaul,2021,93,0,304,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_majestic-leisure-craft_ford,Rent my 2016 Majestic Leisure Craft Ford from $288/night | RVezy,250,Calgary,AB,Class C,2016.0,Majestic,Leisure Craft Ford,23.0,623,,,,,288.0,1.0,1,1,50.0,2.25,4.8,33.0,4.9,4.8,4.6,4.9,1,1,0,5
250,Nerpaul,2021,93,0,401,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_-ford,Rent my 2006 Jayco Ford from $288/night | RVezy,250,Calgary,AB,Class C,2006.0,Jayco,Ford,25.0,625,1.0,,,,288.0,1.0,0,1,50.0,2.25,5.0,35.0,5.0,5.0,4.9,5.0,1,1,0,5
250,Nerpaul,2021,93,0,402,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_sunseeker_ford-,Rent my 2013 Forest River Ford from $288/night | RVezy,250,Calgary,AB,Class C,2013.0,Forest,River Ford,26.0,726,1.0,,,,288.0,1.0,1,1,50.0,2.25,4.8,32.0,4.9,4.8,4.8,4.9,1,1,0,5
258,David,2023,93,0,368,https://www.rvezy.com/rv-rental/alberta_cochrane_traveltrailer_traveltrailer_keystone_bullet-crossfire_eb0bf1,Rent my 2022 Keystone Bullet Crossfire from $161/night | RVezy,258,Calgary,AB,Travel Trailer,2022.0,Keystone,Bullet Crossfire,22.0,622,,3694.0,"2 5/16""",375.0,161.0,850.0,1,1,200.0,3.25,4.9,11.0,4.9,4.7,5.0,5.0,0,0,0,2
258,David,2023,93,0,258,https://www.rvezy.com/rv-rental/alberta_carseland_traveltrailer_traveltrailer_keystone_outback-26rs-_d619a2,Rent my 2005 Keystonestone Outback 26RS from $138/night | RVezy,258,Carseland,AB,Travel Trailer,2005.0,Keystonestone,Outback 26RS,26.0,726,1.0,4900.0,"2 5/16""",600.0,138.0,1.0,0,1,100.0,2.5,4.9,7.0,5.0,5.0,4.9,4.9,1,1,1,2
260,Karolina,2025,100,0,323,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_overland-explorer-vehicles_gmc-savana-explorer_eae8a1,Rent my 2007 Overland Explorer Vehicles GMC SAVANA EXPLORER from $242/night | RVezy,260,Calgary,AB,,2007.0,Overland,Explorer Vehicles GMC SAVANA EXPLORER,18.0,218,,,,,242.0,1.0,0,1,150.0,3.5,,,,,,,1,1,0,3
260,Karolina,2025,100,0,260,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_other_gmc-savana-2500-diesel_887754,Rent my 2006 GMC Savana 2500 Diesel GMC Savana 2500 Diesel from $217/night | RVezy,260,Calgary,AB,,2006.0,GMC,Savana 2500 Diesel GMC Savana 2500 Diesel,20.0,220,,,,,217.0,1.0,0,1,100.0,3.5,,,,,,,1,1,0,3
260,Karolina,2025,100,0,435,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_other_express-explorer_e8f918,Rent my 2007 Chevrolet Express Explorer from $217/night | RVezy,260,Calgary,AB,,2007.0,Chevrolet,Express Explorer,18.0,218,,,,,217.0,1.0,0,1,100.0,3.5,,,,,,,0,0,0,3
261,Mandy,2022,93,0,261,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_other_glampervan_bfa5ed,Rent my 2011 Glacier Campers Glampervan from $229/night | RVezy,261,Calgary,AB,,2011.0,Glacier,Campers Glampervan,22.0,222,,,,,229.0,500.0,1,0,,,,,,,,,0,0,0,2
261,Mandy,2022,93,0,441,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_e350_5d3d2b,Rent my 2005 Ford E350 from $120/night | RVezy,261,Calgary,AB,,2005.0,Ford,E350,20.0,220,,,,,120.0,500.0,0,0,,,5.0,2.0,5.0,5.0,5.0,5.0,0,0,0,2
262,Kayla,2024,100,0,476,https://www.rvezy.com/rv-rental/alberta_crossfield_traveltrailer_traveltrailer_forest-river_cherokee-grey-wolf-black-label_dd9271,Rent my 2021 Forest River Cherokee Grey Wolf - Black Label from $150/night | RVezy,262,Crossfield,AB,Travel Trailer,2021.0,Forest,River Cherokee Grey Wolf - Black Label,32.0,832,1.0,9985.0,"2 5/16""",1492.0,150.0,1.0,1,1,200.0,2.5,,,5.0,5.0,5.0,5.0,1,1,1,2
262,Kayla,2024,100,0,262,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_freeman-express-297-rlds_c6cdd5,Rent my 2014 Coachman freedom express Freeman express 297 rlds from $144/night | RVezy,262,Calgary,AB,Travel Trailer,2014.0,Coachman,freedom express Freeman express 297 rlds,35.0,635,2.0,6499.0,"2 5/16""",798.0,144.0,1.0,0,1,115.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,0,0,1,2
272,Jorge,2022,100,1,272,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_no-boundaries-198,Rent my 2021 Forest River No Boundaries 19.8 from $125/night | RVezy,272,Calgary,AB,Travel Trailer,,,,22.0,522,1.0,3700.0,"2""",400.0,125.0,1.0,1,1,150.0,2.0,4.8,7.0,4.7,4.7,4.9,4.7,1,1,1,2
272,Jorge,2022,100,1,354,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_rpod-190,Rent my 2021 Forest River RPOD 190 from $125/night | RVezy,272,Calgary,AB,Travel Trailer,2021.0,Forest,River RPOD 190,19.0,319,1.0,2980.0,"2""",310.0,125.0,1.0,1,1,150.0,2.0,4.8,9.0,4.8,4.4,5.0,4.9,1,1,1,2
276,nick,2022,93,1,277,https://www.rvezy.com/rv-rental/alberta_rocky-view-county_traveltrailer_traveltrailer_dutchmen_aspen-ridge,Rent my 2012 Dutchmen aspen ridge from $126/night | RVezy,276,Calgary,AB,Travel Trailer,2012.0,Dutchmen,aspen ridge,27.0,827,,4290.0,"2 5/16""",554.0,126.0,1.0,1,1,100.0,3.5,4.8,24.0,4.7,4.7,4.6,5.0,1,1,0,2
276,nick,2022,93,1,276,https://www.rvezy.com/rv-rental/alberta_rocky-view-county_traveltrailer_traveltrailer_fleetwood_pioneer,Rent my 2005 Fleetwood pioneer from $121/night | RVezy,276,Rocky-View-County,AB,Travel Trailer,2005.0,Fleetwood,pioneer,25.0,725,,4168.0,"2 5/16""",550.0,121.0,1.0,1,1,100.0,3.5,4.7,20.0,4.7,4.7,4.6,4.8,1,1,0,2
285,Kevin,2024,100,0,509,https://www.rvezy.com/rv-rental/alberta_airdrie_motorhome_classc_thor-motor-coach_2017_73c96e,Rent my 2017 Thor Motor Coach 2017 from $180/night | RVezy,285,Airdrie,AB,Class C,2017.0,Thor,Motor Coach 2017,30.0,830,,,,,180.0,1.0,1,1,100.0,1.5,4.2,8.0,4.4,3.6,4.1,4.8,0,0,0,2
285,Kevin,2024,100,0,285,https://www.rvezy.com/rv-rental/alberta_drumheller_traveltrailer_traveltrailer_other_2017_47826b,Rent my 2017 Shadow Cruiser 2017 from $150/night | RVezy,285,Calgary,AB,Travel Trailer,2017.0,Shadow,Cruiser 2017,28.0,828,1.0,5370.0,"2""",605.0,150.0,1.0,1,0,,,,,,,,,1,1,1,2
306,Chris,2019,86,0,307,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_fifthwheel_forest-river_sabre_fdf4bb,Rent my 2022 Forest River Sabre from $288/night | RVezy,306,Airdrie,AB,Travel Trailer,2022.0,Forest,River Sabre,43.0,943,4.0,14500.0,,,288.0,2.0,1,1,150.0,3.75,5.0,7.0,5.0,5.0,5.0,5.0,1,1,0,2
306,Chris,2019,86,0,306,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_traveltrailer_forest-river_26dbs-tracer-breeze_e1b29b,Rent my 2018 Forest River 26DBS Tracer Breeze from $150/night | RVezy,306,Airdrie,AB,Travel Trailer,2018.0,Forest,River 26DBS Tracer Breeze,31.0,831,1.0,7555.0,"2 5/16""",555.0,150.0,1.0,1,1,150.0,3.5,4.8,4.0,4.8,4.8,5.0,4.8,1,1,1,2
335,Stacey,2019,100,1,335,https://www.rvezy.com/rv-rental/alberta_airdrie_motorhome_classc_thor-motor-coach_four-winds-24f,Rent my 2022 Thor Motor Coach four winds 24f from $235/night | RVezy,335,Airdrie,AB,Class C,2022.0,Thor,Motor Coach four winds 24f,24.0,624,1.0,,,,235.0,1.0,1,0,,,5.0,35.0,5.0,4.9,4.9,5.0,1,1,0,4
335,Stacey,2019,100,1,584,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_traveltrailer_jayco_jay-flight-slx-184_b0cc85,Rent my 2022 Jayco Jay Flight SLX 184 from $110/night | RVezy,335,Airdrie,AB,Travel Trailer,2022.0,Jayco,Jay Flight SLX 184,21.0,521,1.0,3420.0,"2 5/16""",375.0,110.0,1.0,1,0,,,1845.0,11.0,5.0,4.9,5.0,5.0,1,1,0,4
335,Stacey,2019,100,1,583,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_traveltrailer_jayco_jayflight-slx-175,Rent my 2021 Jayco Jayflight 174 from $105/night | RVezy,335,Airdrie,AB,Travel Trailer,2021.0,Jayco,Jayflight 174,21.0,421,,3045.0,"2""",300.0,105.0,1.0,1,0,,,5.0,56.0,5.0,4.9,5.0,5.0,1,1,0,4
335,Stacey,2019,100,1,461,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_traveltrailer_jayco_jay-flight_2,Rent my 2021 Jayco Jay Flight from $95/night | RVezy,335,Airdrie,AB,Travel Trailer,2021.0,Jayco,Jay Flight,18.0,418,,2645.0,"2""",333.0,95.0,1.0,1,0,,,5.0,22.0,5.0,5.0,5.0,5.0,1,1,0,4
362,John,2020,86,1,362,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_microtrailer_gnome-homes_gob,Rent my 2022 Other GOB from $109/night | RVezy,362,Airdrie,AB,Travel Trailer,2022.0,Other,GOB,9.0,29,,1378.0,"2""",175.0,109.0,1.0,0,0,,,5.0,16.0,5.0,4.8,5.0,5.0,0,0,0,2
362,John,2020,86,1,364,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_microtrailer_other_gob-2023_8eb450,Rent my 2023 Other GOB 2023 from $98/night | RVezy,362,Airdrie,AB,Travel Trailer,2023.0,Other,GOB 2023,9.0,29,,1375.0,"2""",150.0,98.0,1.0,0,0,,,4.9,14.0,4.9,4.9,4.9,4.9,0,0,0,2
374,Yasir,2025,100,0,374,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_eagle_c81a1c,Rent my 1994 Jayco Eagle from $85/night | RVezy,374,Calgary,AB,Travel Trailer,1994.0,Jayco,Eagle,24.0,624,,5250.0,"2 5/16""",400.0,85.0,1.0,1,1,550.0,2.5,,,,,,,1,1,0,2
374,Yasir,2025,100,0,595,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_fleetwood_wilderness_d09f6c,Rent my 1997 Fleetwood wilderness from $75/night | RVezy,374,Calgary,AB,Travel Trailer,1997.0,Fleetwood,wilderness,19.0,419,,4000.0,"2 5/16""",750.0,75.0,1.0,1,1,550.0,2.5,,,,,,,1,1,0,2
383,Geoff,2025,100,0,396,https://www.rvezy.com/rv-rental/alberta_cochrane_traveltrailer_traveltrailer_coachmen_2024-coachmen-apex-ultra-lite-256bhs-_c29ced,Rent my 2024 Coachmen 2024 Coachmen Apex Ultra-Lite 256BHS from $201/night | RVezy,383,Cochrane,AB,Travel Trailer,2024.0,Coachmen,2024 Coachmen Apex Ultra-Lite 256BHS,30.0,830,1.0,5472.0,"2 5/16""",694.0,201.0,1.0,0,1,200.0,2.5,,,,,,,1,1,1,2
383,Geoff,2025,100,0,383,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_fleetwood_mallard_0f491b,Rent my 2001 Fleetwood Mallard from $115/night | RVezy,383,Calgary,AB,Travel Trailer,2001.0,Fleetwood,Mallard,24.0,424,1.0,3500.0,"2 5/16""",453.0,115.0,1.0,1,0,,,,,,,,,1,1,0,2
393,Shane,2024,100,1,393,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_lite_92c05d,Rent my 2011 Dutchmen lite from $126/night | RVezy,393,Calgary,AB,Travel Trailer,2011.0,Dutchmen,lite,30.0,730,1.0,5476.0,"2""",676.0,126.0,1.0,0,1,200.0,2.0,4.9,7.0,5.0,4.7,4.7,5.0,0,0,1,2
393,Shane,2024,100,1,406,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_airstream_basecamp_75320e,Rent my 2018 Airstream Basecamp from $114/night | RVezy,393,Calgary,AB,Travel Trailer,2018.0,Airstream,Basecamp,16.0,216,,2650.0,"2 5/16""",410.0,114.0,1.0,0,0,,,4.9,4.0,4.8,4.8,5.0,5.0,0,0,1,2
397,Yang,2021,100,1,397,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne_279f5f,Rent my 2022 Jayco melbourne from $331/night | RVezy,397,Calgary,AB,Class C,2022.0,Jayco,melbourne,25.0,525,1.0,,,,331.0,2.0,1,0,,,4.8,4.0,4.8,4.8,4.8,4.8,0,0,0,3
397,Yang,2021,100,1,548,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne_10e293,Rent my 2022 Jayco Melbourne from $331/night | RVezy,397,Calgary,AB,Class C,2022.0,Jayco,Melbourne,25.0,525,1.0,,,,331.0,2.0,1,0,,,4.9,4.0,5.0,5.0,5.0,4.5,0,0,0,3
397,Yang,2021,100,1,549,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne,Rent my 2022 Jayco Melbourne from $331/night | RVezy,397,Calgary,AB,Class C,2022.0,Jayco,Melbourne,25.0,525,1.0,,,,331.0,2.0,1,0,,,4.8,17.0,4.9,4.8,4.8,4.9,0,0,0,3
400,Torrine,2018,100,1,550,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_traveling-companion-on-wheels-_magical-majestic-fun-times,Rent my 2012 TRAVELING COMPANION ON WHEELS – MAGICAL MAJESTIC FUN TIMES… from $228/night | RVezy,400,Calgary,AB,Class C,,,,25.0,525,,,,,228.0,3.0,0,0,,,5.0,32.0,5.0,4.9,5.0,5.0,0,0,0,2
400,Torrine,2018,100,1,400,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_majestic_23a,DARE TO TRAVEL WITH THE BEST! – MAJICAL FUN TIMES WAITING FOR YOUR NEXT ADVENTURE,400,Calgary,AB,Class C,,,,27.0,727,2.0,,,,,3.0,0,0,,,5.0,30.0,5.0,5.0,5.0,5.0,0,0,0,2
415,Corey,2021,93,1,415,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_class-c-23rb_ec80c5,Rent my 2017 Adventurer Manufacturing Class C 23RB from $259/night | RVezy,415,Calgary,AB,Class C,2017.0,Adventurer,Manufacturing Class C 23RB,23.0,623,,,,,259.0,1.0,1,1,100.0,5.0,4.9,20.0,5.0,4.9,4.8,5.0,0,0,0,2
415,Corey,2021,93,1,416,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_24ds_db088b,Rent my 2020 Adventurer Manufacturing 24DS from $259/night | RVezy,415,Calgary,AB,Class C,2020.0,Adventurer,Manufacturing 24DS,25.0,625,1.0,,,,259.0,1.0,1,1,100.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,0,0,0,2
421,HAO,2023,100,1,421,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_transit-connect_01e38e,Rent my 2011 Ford Transit connect from $161/night | RVezy,421,Calgary,AB,,2011.0,Ford,Transit connect,14.0,314,,,,,161.0,500.0,0,1,40.0,2.5,,,5.0,5.0,5.0,5.0,0,0,0,2
421,HAO,2023,100,1,422,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_truckcamper_ford_transit_507ab8,Rent my 2011 Ford Transit from $161/night | RVezy,421,Calgary,AB,,2011.0,Ford,Transit,14.0,414,,,,,161.0,500.0,0,1,50.0,2.5,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,2
423,Ryker,2018,100,1,561,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_outback_66af42,Rent my 2022 Keystone Outback from $161/night | RVezy,423,Calgary,AB,Travel Trailer,2022.0,Keystone,Outback,23.0,723,1.0,4950.0,"2 5/16""",450.0,161.0,1.0,1,0,,,4.9,2.0,5.0,5.0,4.5,5.0,1,1,1,2
423,Ryker,2018,100,1,423,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_fifthwheel_heartland_torque-ss_828079,Rent my 2013 Heartland Torque ss from $135/night | RVezy,423,Calgary,AB,Travel Trailer,2013.0,Heartland,Torque ss,39.0,839,3.0,12250.0,,,135.0,1.0,1,0,,,,,,,,,0,0,1,2
426,Becky,2020,100,1,426,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_jayflight-swift,The perfect FAMILY FRIENDLY trailer!! Double over double bunk beds! Becky's Jayco JayFlight Swift Travel Trailer,426,Calgary,AB,Travel Trailer,,,,26.0,826,,4352.0,"2 5/16""",500.0,,1.0,1,1,150.0,2.5,4.8,4.0,5.0,5.0,4.3,5.0,1,1,1,2
426,Becky,2020,100,1,428,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_whitehawk_fab542,"All you need to do is show up! FULLY STOCKED, FAMILY FRIENDLY like new 31’ with 2 slides Jayco WhiteHawk trailer!",426,Calgary,AB,Travel Trailer,,,,31.0,1031,2.0,7775.0,"2 5/16""",795.0,,1.0,1,1,250.0,2.5,,,,,,,1,1,1,2
436,Junjie,2021,100,0,436,https://www.rvezy.com/rv-rental/alberta_cochrane_motorhome_campervan_ford_e250_5876c4,Rent my 2012 Ford E250 from $140/night | RVezy,436,Cochrane,AB,,2012.0,Ford,E250,18.0,218,,,,,140.0,1.0,0,0,,,,,,,,,0,0,0,2
436,Junjie,2021,100,0,437,https://www.rvezy.com/rv-rental/alberta_cochrane_motorhome_campervan_other_3500ls_61a8b1,Rent my 2006 Chevrolet 3500LS from $128/night | RVezy,436,Cochrane,AB,,2006.0,Chevrolet,3500LS,21.0,221,,,,,128.0,1.0,0,0,,,,,,,,,0,0,0,2
